id,date,tweet,tweet_proc
1494138079426146310,17-Feb-2022 (02:34:12),Aspal sirkuit Mandalika jadi sorotan dunia. #Mandalika,"['aspal', 'sorot', 'dunia']"
1494136760540217344,17-Feb-2022 (02:28:58),@detikcom Wah gak boleh dikritik...mandalika super sempurna...tp boong🤣🤣🤣,"['kritik', 'super', 'sempurna', 'bohong']"
1494136267017420800,17-Feb-2022 (02:27:00),"@bachrum_achmadi Tp tak ada pemberitahuan Dari Boss Dorna bhw MotoGP di Mandalika dibatalkan, toh?","['pemberitahuan', 'bos', 'dorna', 'motogp', 'batal']"
1494136107524845569,17-Feb-2022 (02:26:22),di mandalika ada lomba apa,['lomba']
1494135944559038464,17-Feb-2022 (02:25:43),"@sigitwid @aniesbaswedan @psi_id @kokokdirgantoro @aryobimmo @GunRomli @Uki23 Salam aspal ""luar biasa"" mandalika !! 🤣🤣","['salam', 'aspal']"
1494135147863879688,17-Feb-2022 (02:22:33),"@wantahgdn__ Cb kt balik analisanya, mandalika dikerjakan berthn-thn msh sj ada kekurang untuk jd sempurna, apa lg yg dikerjakan beberp bln ? Pd hal utk event internasional, bkn utk psr mlm.","['coba', 'analisanya', 'berthn', 'kurang', 'sempurna', 'beberp', 'event', 'internasional', 'psr', 'malam']"
1494133611377102848,17-Feb-2022 (02:16:27),@bachrum_achmadi Mandalika nyata dengan segala kekurangan dan kelebihannya. Sampai sini km paham.?,"['nyata', 'kurang', 'lebih', 'paham']"
1494133334863073280,17-Feb-2022 (02:15:21),"@FitriMawagusony @RivaldiTirta @kenthouzzz @maspiyuaja Pokoknya Simon, Bagnania, Raul, Kompas, CNN yg memberitakan fakta kekurangan sirkuit Mandalika adalah kadrun. Titik.  Yg lain cebong harga mati.","['pokok', 'simon', 'bagnania', 'raul', 'kompas', 'cnn', 'berita', 'fakta', 'kurang', 'kadrun', 'titik', 'cebong', 'harga', 'mati']"
1494133031128670208,17-Feb-2022 (02:14:08),"Itu sirkuit Mandalika mau diaspal ulang, memang dari awal ga dibuat sesuai sirkuit2 lain?  Kerja 2 kali habisin duit negara ga sih?","['aspal', 'ulang', 'sesuai', 'kerja', 'kali', 'habisin', 'duit', 'negara']"
1494130417728851968,17-Feb-2022 (02:03:45),@KompasTV Mandalika salah satu sirkuit terbaik didunia.👍👍👍,"['salah', 'baik', 'dunia']"
1494130294991237127,17-Feb-2022 (02:03:16),Jaman sosmed. Netizen pada jadi expert semua. Kasus JHT pada expert financial planning. Kasus IKN pada expert tata kota dan disaster contingency planning. Kasus Mandalika jadi pada expert ilmu aspal pengaspalan. Semua digiring oleh oposisi bau menyan.,"['jaman', 'sosmed', 'netizen', 'expert', 'jht', 'expert', 'financial', 'planning', 'ikn', 'expert', 'tata', 'kota', 'disaster', 'contingency', 'planning', 'expert', 'ilmu', 'aspal', 'aspal', 'giring', 'oposisi', 'bau', 'menyan']"
1494130121367699458,17-Feb-2022 (02:02:35),halo @DamriIndonesia untuk bus Lombok Praya Airport ke kawasan Kuta Mandalika bulan Maret apakah tersedia? berapa ya dan jamnya?,"['halo', 'bus', 'lombok', 'praya', 'airport', 'kawasan', 'kuta', 'maret', 'sedia', 'jam']"
1494129848221982724,17-Feb-2022 (02:01:30),Semua pada membicarakan Mandalika tidak bagus. Seharusnya bangga jadi orang Indonesia punya sirkuit Mandalika,"['bicara', 'bagus', 'bangga', 'orang', 'indonesia']"
1494129580403138563,17-Feb-2022 (02:00:26),@Rachman59387925 @FaruqPurnama @bukan4non @HDFriza @OposisiCerdas @aniesbaswedan Dibayar dengan sirkuit Mandalika yg menjadi kebanggaan bangsa  Kamu dibayar rp 1000 ya drun 🤣🤣🤣🤣🤣,"['bayar', 'bangga', 'bangsa', 'bayar', 'rp', 'kadrun']"
1494129524283297792,17-Feb-2022 (02:00:12),"Dari awal aja sirkuit mandalika udh bermasalah, hasil rampasan penduduk lokal yg sampe sekarang blm dibayar. Pas pembangunan malah belok dari ketentuan FIM. Mending postpone dulu sampe bener2 safe.","['masalah', 'hasil', 'rampas', 'duduk', 'lokal', 'bayar', 'pas', 'bangun', 'belok', 'tentu', 'fim', 'mending', 'postpone', 'safe']"
1494129097743630336,17-Feb-2022 (01:58:31),"@TofaTofa_id Blog goblog....blog gobloooog..., emang gak bisa liat efek Mandalika apa? Tempat yg tadinya cuma buat gembala kerbau dan banyak anjing liar sekarang di datengin banyak turis lokal dan international? Kepala lu kepanasan tuh..., ga da rambutnya sih...","['blog', 'goblog', 'blog', 'gobloooog', 'lihat', 'efek', 'gembala', 'kerbau', 'anjing', 'liar', 'datengin', 'turis', 'lokal', 'international', 'kepala', 'panas', 'tuh', 'rambut']"
1494128684479160321,17-Feb-2022 (01:56:52),"@VIVAcoid Bengkak lagi Anggaran proyek sirkuit Mandalika, PSI diam 1000 bahasa atau mengkritik ya ?","['bengkak', 'anggar', 'proyek', 'psi', 'diam', 'bahasa', 'kritik']"
1494128339589558273,17-Feb-2022 (01:55:30),@Paulus_willy Mandalika yg persiapannya sangat panjang saja ada bolong2nya hrs direvisi &amp; diperbaiki.  Apalagi yg cuma mepet dadakan bgni. 100 persen gagal. Gk bakal ada balapan formula e d jkt. Anies msk penjara.,"['siap', 'bolong', 'revisi', 'baik', 'mepet', 'dada', 'persen', 'gagal', 'balap', 'formula', 'jakarta', 'anies', 'masuk', 'penjara']"
1494127786692202499,17-Feb-2022 (01:53:18),@bachrum_achmadi Seharusnya sebagai orang Indonesia bangga punya mandalika,"['orang', 'indonesia', 'bangga']"
1494127486300745728,17-Feb-2022 (01:52:06),@__Sridiana_3va Lo dok bukanya sudah di akui Dorna moto GP bahwa sirkuit Mandalika sudah siap balapan,"['dok', 'buka', 'aku', 'dorna', 'motogp', 'balap']"
1494127205303009281,17-Feb-2022 (01:50:59),@KAPUK81002598 @CNNIndonesia Kayaknya silahkan tanya ama ITDC itu owner dr sirkuit Mandalika yaa...,"['kayak', 'sila', 'itdc', 'owner']"
1494126949249482753,17-Feb-2022 (01:49:58),@abu_waras @DjafarHasny3 Tiket 77 juta sih murah di Eropa nonton langsung.  Harus bayar ratusan juta... Mandalika malahan ada penonton dibayari negara ....aneh ya ...,"['tiket', 'juta', 'murah', 'eropa', 'tonton', 'langsung', 'bayar', 'ratus', 'juta', 'tonton', 'bayar', 'negara', 'aneh']"
1494126837525782528,17-Feb-2022 (01:49:32),@sigitwid @aniesbaswedan @psi_id @kokokdirgantoro @aryobimmo @GunRomli @Uki23 karena kemarin ada orang PSI yg kritik pemerintah pusat sudah wajar rakyat kritik PSI yang ga konsisten. Teriak ke pemprov soal menghambur2kan uang di formula E sedangkan mandalika yg banuaj menuai kritik aspalnya perlu diaspal ulang kalian diamkan aja ga dianggap menghambur2kan.,"['kemarin', 'orang', 'psi', 'kritik', 'perintah', 'pusat', 'wajar', 'rakyat', 'kritik', 'psi', 'konsisten', 'teriak', 'pemprov', 'hambur', 'uang', 'formula', 'banuaj', 'tuai', 'kritik', 'aspal', 'aspal', 'ulang', 'diam', 'anggap', 'hambur']"
1494126443919732739,17-Feb-2022 (01:47:58),"@abu_waras @DjafarHasny3 Formula E beritanya menggelegar.. menenggelamkan ,Mandalika,  Kok bisa gitu Ini ulah kecebong terus menerus  Memberitakan formula E Mandalika tenggelam dlm 2 arti sesungguhnya Berita nya sepi negatif.. Sircuit ini banjir beneran hujan sedikit kebanjiran.. Sircuit memalukan bangsa","['formula', 'berita', 'gelegar', 'tenggelam', 'ulah', 'kecebong', 'terus', 'berita', 'formula', 'tenggelam', 'arti', 'sungguh', 'berita', 'sepi', 'negatif', 'sircuit', 'banjir', 'benar', 'hujan', 'banjir', 'sircuit', 'malu', 'bangsa']"
1494125869438476289,17-Feb-2022 (01:45:41),"@smgtmtmu Iki piye nek sekolah S2, healing e ngresiki sirkuit mandalika bar udan yak e.","['iki', 'piye', 'nek', 'sekolah', 'healing', 'ngresiki', 'bar', 'udan']"
1494125347163742209,17-Feb-2022 (01:43:36),"@aryfirdaus81 @maspiyuaja Aku tak bicara siapa pemiliknya, yg pasti ada di +62, kalau sirkuit Mandalika rutin menggelar lomba tentu efek domino ke pertumbuhan ekonomi lokal dan nasional tak sedikit, negara tentu akan kebagian dari berbagai pajak dll","['bicara', 'milik', 'rutin', 'gelar', 'lomba', 'efek', 'domino', 'tumbuh', 'ekonomi', 'lokal', 'nasional', 'negara', 'bagi', 'pajak']"
1494124167486083074,17-Feb-2022 (01:38:55),"@_Lin_Apr1lia Kagak ada yg berharap motoGp di mandalika kacau,,, itu cuma perasaan lu aja,karna para buzzer itu hati nya udh pd item jd pola pikirnya kotor semua 😂😂😂","['kagak', 'harap', 'motogp', 'kacau', 'asa', 'buzzer', 'hati', 'item', 'pola', 'pikir', 'kotor']"
1494123348724707328,17-Feb-2022 (01:35:40),@Rizmaya__ Kontol!!... formule E ; motoGP Mandalika itu aset bangsa. Para bangsat2 Ja yg ribut mulu. Buzzer2 taik bangsat,"['kontol', 'formule', 'motogp', 'aset', 'bangsa', 'bangsat', 'ribut', 'mulu', 'buzzer', 'tahi', 'bangsat']"
1494122989054730240,17-Feb-2022 (01:34:14),"@Paulus_willy Ancol adalah tanah bekas rawa, kontur tanahnya sangat labil, mengambil keputusan yang salah utk bikin sirkuit disana bisa blunder buat nama Indonesia yg udah dibangun dari sirkuit mandalika","['ancol', 'tanah', 'bekas', 'rawa', 'kontur', 'tanah', 'labil', 'ambil', 'putus', 'salah', 'bikin', 'sana', 'blunder', 'nama', 'indonesia', 'bangun']"
1494122733483225088,17-Feb-2022 (01:33:13),"@Moonlig83874166 @TofaTofa_id Sebobrok bobroknya pemerintah sekarang indonesia di akui dunia loo  Ada banyak smelter dan PLB YANG megah, irigasi, ada presidensi G20, sircuit mandalika trans papua jlan perbatasan kalimantan dan banyak lagi  Gak seperti presiden sebelumnya","['bobrok', 'bobrok', 'perintah', 'indonesia', 'aku', 'dunia', 'loh', 'smelter', 'plb', 'megah', 'irigasi', 'presidensi', 'sircuit', 'trans', 'papua', 'jlan', 'batas', 'kalimantan', 'presiden']"
1494122546735710212,17-Feb-2022 (01:32:29),"@CNNIndonesia Mandalika oke, tapi harus diakui memang belum ready for moto GP...akuin aja....","['oke', 'aku', 'ready', 'for', 'motogp', 'akuin']"
1494122136868634626,17-Feb-2022 (01:30:51),"@KangNanooo Saya doakan formula E sukses, motogp mandalika juga sukses, pokoknya apapun yg bs membanggakan indonesia tercinta saya dukung 100%","['doa', 'formula', 'sukses', 'motogp', 'sukses', 'pokok', 'apa', 'bangga', 'indonesia', 'cinta', 'dukung']"
1494122110528094210,17-Feb-2022 (01:30:45),"@_Lin_Apr1lia Mba Kadrun itu tidak ada sama sekali sisi baiknya Orang bantuan langsung Tunai saja mereka nyinyirin tapi diterima  dia makan. Jalan tol di tolak tapi mereka menikmati jalanya, apalagi Sirkuit Mandalika yang mereka tidak akan mampu beli tiket nonton dan tiket terbang ke Lombok.","['kadrun', 'sisi', 'baik', 'orang', 'bantu', 'langsung', 'tunai', 'nyinyir', 'terima', 'makan', 'jalan', 'tol', 'tolak', 'nikmat', 'jala', 'beli', 'tiket', 'tonton', 'tiket', 'terbang', 'lombok']"
1494121436746698756,17-Feb-2022 (01:28:04),"Follow topik sport malah nongolnya sahut2an Mandalika sm Formula edan, malesin bgt","['follow', 'topik', 'sport', 'nongol', 'sahut', 'an', 'formula', 'edan', 'malesin', 'banget']"
1494121189547347969,17-Feb-2022 (01:27:05),"@bachrum_achmadi Biasa dg yg ghoib2, makanya barang blm kelihatan malah dipilih. Sirkuit Mandalika sdh ada komitmen bersama utk diperbaiki sampai 7 hari sebelum balapan, komentar wajar karena sirkuit baru. Sampeyan sdh kah beli tiket formula e mpang?","['ghoib', 'barang', 'pilih', 'komitmen', 'baik', 'balap', 'komentar', 'wajar', 'sampeyan', 'kah', 'beli', 'tiket', 'formula', 'mpang']"
1494121120932384772,17-Feb-2022 (01:26:49),@katzen_jammer Sebagai rakyat Indonesia saya malu sirkuit Mandalika dicemooh rider dunia dan media barat apalagi patung saya mau dipajang di Mandalika  ampun dah ah ah ah,"['rakyat', 'indonesia', 'malu', 'cemooh', 'rider', 'dunia', 'media', 'barat', 'patung', 'pajang', 'ampun']"
1494120999196917763,17-Feb-2022 (01:26:20),ada yg mau co kaos official dari marc marquez ngga? soalnya ku mau co biar sekalian ongkirnya😅#marcmarquez #motogp #mandalika,"['cowok', 'kaos', 'official', 'marc', 'marquez', 'ku', 'cowok', 'biar', 'ongkirnya']"
1494120607675723777,17-Feb-2022 (01:24:46),@Arya_Pradana02 @_Lin_Apr1lia Ente cuman iri aja lihat mandalika di-puji2 pembalap.kita lihat aja nanti hasilnya apa kata dunia tentang mandalika.,"['cuman', 'iri', 'lihat', 'puji', 'balap', 'lihat', 'hasil', 'dunia']"
1494120456797917185,17-Feb-2022 (01:24:10),@_Lin_Apr1lia Apa pun yang terjadi sudah sudahlah sekarang tinggal benarin yang rusak. Emang nggak murah dan nggak murahan kualitas sebuah lintasan balap kelas dunia yang dipacu pembalap dengan kecepatan super cepat. Mandalika tinggal dipoles2 dikit.,"['tinggal', 'benar', 'rusak', 'murah', 'murah', 'kualitas', 'lintas', 'kelas', 'dunia', 'pacu', 'balap', 'cepat', 'super', 'cepat', 'tinggal', 'poles', 'dikit']"
1494120150982746119,17-Feb-2022 (01:22:58),@fitriiyanr Cewe ga mandang fisik?  Gw tanam pohon di sirkuit mandalika,"['cewek', 'mandang', 'fisik', 'tanam', 'pohon']"
1494120092535197700,17-Feb-2022 (01:22:44),"@AV4tarPemburu Mandalika yg udah lama selesai dan udah ujicoba, msh perlu melakukan pembenahan dan perbaikan.","['selesai', 'ujicoba', 'benah', 'baik']"
1494120029801320448,17-Feb-2022 (01:22:29),daeng mungkin ada info cafe/tempat makan yg ada nobar motogp mandalika tgl 20 nanti hehee @SupirPete2,"['daeng', 'info', 'cafe', 'makan', 'tonton', 'bareng', 'motogp', 'tanggal', 'hehee']"
1494119896502120448,17-Feb-2022 (01:21:57),"Sirkuit mandalika di framing seperti gagal, sirkuit formula E di persulit supaya gagal. Padahal ini akan jd event internasional yg bawa nama negara, nek berhasil seng bangga sak indonesia nek gagal seng isin sak indonesia (kudune). Tapi malah pada ribut sendiri gagal-gagalan wkwk","['framing', 'gagal', 'formula', 'sulit', 'gagal', 'event', 'internasional', 'bawa', 'nama', 'negara', 'nek', 'hasil', 'seng', 'bangga', 'sak', 'indonesia', 'nek', 'gagal', 'seng', 'isin', 'sak', 'indonesia', 'kudune', 'ribut', 'gagal', 'gagal']"
1494118566555447297,17-Feb-2022 (01:16:40),"@bachrum_achmadi Kampret bin kadrun lagi sibuk nyari celah mandalika Emg siloak loak do akka kampret on  Kutanya mana sirkuit formula E, dijawab jual tiket dulu aja, sirkuitnya nyusul kan loak yah. Goin bin kampret Lanjutkan pret, dasar kampret 😂😂😂😂","['kampret', 'bin', 'kadrun', 'sibuk', 'cari', 'celah', 'siloak', 'loak', 'akka', 'kampret', 'on', 'kuta', 'formula', 'jual', 'tiket', 'sirkuit', 'susul', 'loak', 'goin', 'bin', 'kampret', 'lanjut', 'pret', 'dasar', 'kampret']"
1494118445839192065,17-Feb-2022 (01:16:11),@Paulus_willy Kenapa gak pinjam Mandalika yg aspalnya kelas dunia ya bro?,"['pinjam', 'aspal', 'kelas', 'dunia', 'bro']"
1494117989137879042,17-Feb-2022 (01:14:22),@bachrum_achmadi Tanggal 18-20 Maret 2022 Cebong akan membanjiri Mandalika menyaksikan ajang balap kelas dunia bersama Presiden kita tercinta. Sambil merayakan kesuksesan pembangunan Sirkuit Mandalika. Gimana ya perasaan Kadrun 🤣🤣🤣🏁💨💨💨,"['tanggal', 'maret', 'cebong', 'banjir', 'saksi', 'ajang', 'kelas', 'dunia', 'presiden', 'cinta', 'raya', 'sukses', 'bangun', 'asa', 'kadrun']"
1494117540880027651,17-Feb-2022 (01:12:35),@_Lin_Apr1lia 👍👍👍 Kelebihan kekurangan pasti ada... Bagi yg suka nyinyir n cari salahnya lebih baik kita tembak jidatnya.. Apalagi yg suka memprovokasi ... MANDALIKA MILIK BANGSA..,"['lebih', 'kurang', 'suka', 'nyinyir', 'cari', 'salah', 'tembak', 'jidat', 'suka', 'provokasi', 'milik', 'bangsa']"
1494115535445176322,17-Feb-2022 (01:04:37),@bachrum_achmadi Sirkuit Mandalika aspalnya terbaik di dunia bang.,"['aspal', 'baik', 'dunia', 'bang']"
1494115490741907459,17-Feb-2022 (01:04:26),"@bachrum_achmadi Kadrun Pekok nyerang gempur pemerintah pakai Sirkuit Mandalika, Jl Tol, Bandara Kulon Progo, Bendungan, IKN, Kereta Cepat, MRT, LRT yang jelas-jelas proyek strategis bermanfaat untuk kemajuan Negara &amp; didukung mayoritas Masyarakat. GAGAL TOTAL DRUN... DRUN!!!","['kadrun', 'kok', 'serang', 'gempur', 'perintah', 'pakai', 'jl', 'tol', 'bandara', 'kulon', 'progo', 'bendung', 'ikn', 'kereta', 'cepat', 'mrt', 'lrt', 'proyek', 'strategis', 'manfaat', 'maju', 'negara', 'dukung', 'mayoritas', 'masyarakat', 'gagal', 'total', 'kadrun', 'kadrun']"
1494115446445936640,17-Feb-2022 (01:04:16),@RadenKianSayang @maspiyuaja Knp di media2 mainstream diberitakan seolah sirkuit mandalika oke. Para pembalap memuji2 sirkuit Mandalika. Sy sih g bgtu pcy dg berita2 Mainstream yg mmbodohi rakyat dg berita2 palsu.,"['media', 'mainstream', 'berita', 'oke', 'balap', 'puji', 'pcy', 'berita', 'mainstream', 'mmbodohi', 'rakyat', 'berita', 'palsu']"
1494114782357897216,17-Feb-2022 (01:01:38),@shda_agatha_ @maspiyuaja ...kok rada ndak nyambung ya  kritik Mandalika dg link buzzer Ahok di 2019  apakah krn Mandalika dinamain Pertamina dan Ahok sbg komisarisnya ?,"['rada', 'indak', 'sambung', 'kritik', 'link', 'buzzer', 'ahok', 'dinamain', 'pertamina', 'ahok', 'komisaris']"
1494113947494260738,17-Feb-2022 (00:58:19),"@maspiyuaja Sangat Memalukan Sekali bagi bangsa Indonesia, Aspal Sirkuit mandalika yang dibanggakan oleh si Nganu dihadapan publik sebagai yang terbaik didunia ternyata justru malah menjadi masalah utama, begitulah kalau Budaya Bohong alias Ngibul terus dipelihara dan dilestarikan...","['malu', 'bangsa', 'indonesia', 'aspal', 'bangga', 'nganu', 'hadap', 'publik', 'baik', 'dunia', 'utama', 'budaya', 'bohong', 'alias', 'ngibul', 'pelihara', 'lestari']"
1494113897619820545,17-Feb-2022 (00:58:07),"@jalanlurus05 @CNNIndonesia Aspal Mandalika dikorupsi Sembahannya Cebong, trus nyalahin Anies @jalanlurus05 Bong2... Formula E nanti Juni ... Benci amat nih setan2 ama Anies @JogoBoyo88","['aspal', 'korupsi', 'sembah', 'cebong', 'salah', 'anies', 'cebong', 'formula', 'juni', 'benci', 'nih', 'setan', 'anies']"
1494113531293503490,17-Feb-2022 (00:56:39),@JogoBoyo88 @CNNIndonesia Aspal Mandalika dikorupsi 😅😅😅 dikorupsi 😅 trus nyalahin Anies @JogoBoyo88,"['aspal', 'korupsi', 'korupsi', 'salah', 'anies']"
1494113330914820097,17-Feb-2022 (00:55:52),"@pasukan_kuda @CNNIndonesia Penyembah Setan pada takut Baliho dan Ulama, makanya pada ditangkepin diturunin @pasukan_kuda Aspal Mandalika ternyata dikorupsi kualitasnya nyalahin @aniesbaswedan 😀","['sembah', 'setan', 'takut', 'baliho', 'ulama', 'ditangkepin', 'diturunin', 'aspal', 'korupsi', 'kualitas', 'salah']"
1494113142648963073,17-Feb-2022 (00:55:07),@CaptainPeBe @CNNIndonesia seneng banget ada yg kritik Mandalika..slow aja kali. Ciri pecundang engga bisa move on.,"['senang', 'banget', 'kritik', 'slow', 'kali', 'ciri', 'cundang', 'move', 'on']"
1494110932854657029,17-Feb-2022 (00:46:20),@AriSaptono @aniesbaswedan @ganjarpranowo Mandalika ada laporannya gak ya….🤭,['lapor']
1494110837203963905,17-Feb-2022 (00:45:57),"@alisyarief Proyek Formula E, ente gak singgung2 boz. Mulai dr Monas ampe sekrg ancol...!!! Mandalika sdh ketahuan beres Gelar SBK, Motif politik ente ketauan boz. Anak kecil pun tau...","['proyek', 'formula', 'singgung', 'boz', 'monas', 'sekrg', 'ancol', 'tahu', 'beres', 'gelar', 'sbk', 'motif', 'politik', 'tahu', 'boz', 'anak', 'tau']"
1494110622241652737,17-Feb-2022 (00:45:06),@CNNIndonesia Yakin kalo yg ini gak agak ngeprank seperti di mandalika 😂,['ngeprank']
1494110186298306561,17-Feb-2022 (00:43:22),@abu_waras Mereka sedang menutupi aspal dan kerikil di mandalika 🤭,"['tutup', 'aspal', 'kerikil']"
1494110143876792324,17-Feb-2022 (00:43:12),"Sibuk poles citra kerna kinerja terbata. Dan mandalika pun sempat terbaca: sportivitas meranggas.  Sdh disarankan dg material sesuai spek, tp aspek selisih yg dikejar hg justru menguak: realitas terbatas.  #motogpmandalika perkuat agenda akting ktimbang aksi. Dan rakyat tercekat.","['sibuk', 'poles', 'citra', 'kerna', 'kerja', 'bata', 'baca', 'sportivitas', 'ranggas', 'saran', 'material', 'sesuai', 'spek', 'aspek', 'selisih', 'kejar', 'hg', 'uak', 'realitas', 'batas', 'kuat', 'agenda', 'akting', 'ktimbang', 'aksi', 'rakyat', 'cekat']"
1494109276637634562,17-Feb-2022 (00:39:45),Yang kemaren cerewet sirkuit formula E blm jadi tp dah jualan tiket pada kemana? Dah sarapan sama ngopi blm?  Tuh yg sirkuit mandalika yg katanya pake aspal terbaik ngalahin sepang ternyata dikeluhkan pembalab. Mo aspal ulang. Aspal terbaik kok ah.... mbuh,"['kemarin', 'cerewet', 'formula', 'jual', 'tiket', 'mana', 'sarap', 'ngopi', 'tuh', 'pakai', 'aspal', 'baik', 'kalah', 'sepang', 'keluh', 'pembalab', 'aspal', 'ulang', 'aspal', 'baik', 'embuh']"
1494109179371728896,17-Feb-2022 (00:39:22),@kompascom Lho lho lho... Kan kata BuzzeRp Sirkuit Mandalika menggunakan Aspal TERBAIK didunia... Ko sampe ga masuk Spek?,"['lho', 'lho', 'lho', 'buzzerp', 'aspal', 'baik', 'dunia', 'masuk', 'spek']"
1494109061159129088,17-Feb-2022 (00:38:54),"@sigitwid @aniesbaswedan @psi_id @kokokdirgantoro @aryobimmo @GunRomli @Uki23 milenial kebnyakan makan taik... noh mandalika udh hamburin brp M, ganti untung ke warga msh blom selesai dan skrng aspalnya ga sesuai spek... lo kok diem aje blay!???","['milenial', 'kebnyakan', 'makan', 'tahi', 'hamburin', 'ganti', 'untung', 'warga', 'selesai', 'aspal', 'sesuai', 'spek', 'diam', 'blay']"
1494108911422509056,17-Feb-2022 (00:38:18),@snogthenbite Bejerp pemerintah ya mas? Joan MIR nyindir soal aspal Mandalika?,"['bejerp', 'perintah', 'joan', 'mir', 'sindir', 'aspal']"
1494108817361338369,17-Feb-2022 (00:37:55),Sudah 3 hari cuitannya terkait lintasan balap motoGP Mandalika yg jelas memojokkan pak @jokowi  Berita liar seperti ini tidak boleh dibiarkan!!,"['cuit', 'kait', 'lintas', 'motogp', 'pojok', 'berita', 'liar', 'biar']"
1494108594429919232,17-Feb-2022 (00:37:02),"@bachrum_achmadi Mandalika malah diperpanjang kontraknya oleh Dorna dari 5 THN menjadi 10 Tahun, itu artinya Dorna percaya dgn mandalika, kalau formula E malah rawan gagal, Krn lintasannya hrs selesai diakhir April yg tinggal 2 bln 13 hari, kalau gagal nama Indonesia hancur gara2 planning acak2an","['panjang', 'kontrak', 'dorna', 'dorna', 'percaya', 'formula', 'rawan', 'gagal', 'lintas', 'selesai', 'akhir', 'april', 'tinggal', 'gagal', 'nama', 'indonesia', 'hancur', 'gara', 'planning', 'acak', 'an']"
1494107802956025856,17-Feb-2022 (00:33:54),Pengen denger komen Musni Umar ttg Mandalika dan Formula E,"['pingin', 'dengar', 'komen', 'musni', 'umar', 'formula', 'e']"
1494107181221826566,17-Feb-2022 (00:31:25),"@bachrum_achmadi Pengumpat bergincu pasti minim Retorika. Mandalika &amp; Formula E akan Mengenalkan Ind lebih banyak.Mandalika sdh memiliki pengalaman walaupun pertama kali, wajar bila msh ada kekurangan. Formula E blm berpengalaman,yakin lgs sempurna? ke2nya akan mengenalkan ind lebih dkt kpd dunia","['umpat', 'gincu', 'minim', 'retorika', 'formula', 'kenal', 'ind', 'milik', 'alam', 'kali', 'wajar', 'kurang', 'formula', 'alam', 'langsung', 'sempurna', 'kenal', 'ind', 'dkt', 'dunia']"
1494106655835181060,17-Feb-2022 (00:29:20),Serangan buzzerRp ke pembalap MotoGP memberikan kesan kuat laga MotoGP di Mandalika sarat kepentingan politik. Kesan buruk yg mengikis citra profesionalisme event olahraga tanah air.   Daripada merisak pembalap MotoGP mendingan merisak MU. Pahalanya gede karena nyerang Setan,"['serang', 'buzzerrp', 'balap', 'motogp', 'kesan', 'kuat', 'laga', 'motogp', 'sarat', 'penting', 'politik', 'kesan', 'buruk', 'kikis', 'citra', 'profesionalisme', 'event', 'olahraga', 'tanah', 'air', 'risak', 'balap', 'motogp', 'mending', 'risak', 'mu', 'pahala', 'gede', 'serang', 'setan']"
1494106387412299777,17-Feb-2022 (00:28:16),"@bachrum_achmadi Pakai marga Sirait pula 🙈, kalau mau nyinyir itu, ya....nyinyirin sirkuit yg blm ada wujud fulus sdh terkuras habis eh....sudah pada mau jual tiket. Tahu bedahnya mandalika &amp; ancol sirkuit ? Mandalika belum balapan, tiket ludes. Ancol belum balapan anggaran ludes 😜","['pakai', 'marga', 'sirait', 'nyinyir', 'nyinyir', 'wujud', 'fulus', 'kuras', 'habis', 'eh', 'jual', 'tiket', 'bedah', 'ancol', 'balap', 'tiket', 'ludes', 'ancol', 'balap', 'anggar', 'ludes']"
1494105286377803776,17-Feb-2022 (00:23:54),"@bachrum_achmadi Itulah perbedaan orang yg berpikir pake otak dg yg puny otak tapi gak pernah buat berpikir, Mandalika sudah sukses dieven WSBK, dan test MotoGp, ada bbrp perbaikan it's ok,wajar. Formula E, sirkuit ghaib dan ada manusia dg bangga mau beli tiketnya, itu Otak kebiasan buat berak!","['beda', 'orang', 'pikir', 'pakai', 'otak', 'puny', 'otak', 'pikir', 'sukses', 'dieven', 'wsbk', 'test', 'motogp', 'baik', 'ok', 'wajar', 'formula', 'ghaib', 'manusia', 'bangga', 'beli', 'tiket', 'otak', 'bias', 'berak']"
1494104478102200321,17-Feb-2022 (00:20:41),"Mengkritik Mandalika boleh saja. Tapi jangan sampai membuat Cebong, Jokower, Ahoker, BuzzeRP jadi panas hangus terpanggang karenanya... kritik yg santun saja. Kasihan mereka, karena tadinya sudah serasa di pucuk bambu... diayun-ayun bangga.  🤭🤭🤭😄😄","['kritik', 'cebong', 'jokower', 'ahoker', 'buzzerp', 'panas', 'hangus', 'panggang', 'kritik', 'santun', 'kasihan', 'serasa', 'pucuk', 'bambu', 'ayun', 'ayun', 'bangga']"
1494103089975988226,17-Feb-2022 (00:15:10),@asumsico Mantaaap.  Seumur negara merdeka baru pertama kali bikin yg begini.. Sangaat sangat wajaar sekali banyak kekurangan sana sini..Mandalika kereeen abisss!!! 😍,"['mantap', 'umur', 'negara', 'merdeka', 'kali', 'bikin', 'sangaat', 'wajaar', 'kurang', 'keren', 'habis']"
1494102728934453251,17-Feb-2022 (00:13:44),@rosunWONG @mohmahfudmd Biar org lupa soal aspal mandalika yg diprotes pembalap,"['biar', 'orang', 'lupa', 'aspal', 'protes', 'balap']"
