id,date,tweet,tweet_proc,score,polarity
1495034232988909568,19-Feb-2022 (13:55:12),"@Relawananies Berkaca dr kegagalan aspal mandalika,kok rasa""nya formula e ada skenario dibikin gagal 🤔","['kaca', 'gagal', 'aspal', 'mandalika', 'kok', 'rasa', 'nya', 'formula', 'skenario', 'bikin', 'gagal']",-10,negative
1495032986831847425,19-Feb-2022 (13:50:15),"@And_Hongg Duitnya buat bangun mandalika soalnya, kasihan rakyat duitnya pun di akalin, kalau udah gak becus bubar aja kenapa, jangan rakyat jadi korban","['duit', 'bangun', 'mandalika', 'soal', 'kasihan', 'rakyat', 'duit', 'akalin', 'becus', 'bubar', 'kenapa', 'rakyat', 'korban']",-7,negative
1495031242156240896,19-Feb-2022 (13:43:19),@energitodayID @pertamina @KemenBUMN Waaah keren nih pertamina terus upayakan UMK di road to MotoGP mandalika,"['waaah', 'keren', 'nih', 'pertamina', 'upaya', 'umk', 'road', 'motogp', 'mandalika']",-3,negative
1495029046500937728,19-Feb-2022 (13:34:35),"@son__of_adam Wow mantap nih, sukseskan event MotoGP Mandalika","['wow', 'mantap', 'nih', 'sukses', 'event', 'motogp', 'mandalika']",8,positive
1495028442370166788,19-Feb-2022 (13:32:11),@ANDINURPATI3 MANDALIKA VS HAMBALANG,"['mandalika', 'vs', 'hambalang']",0,positive
1495028231149273089,19-Feb-2022 (13:31:21),"@theanung @trimodjo @lucywiryono Banyaaakkk..   Kalo mau seseruan,  antara di pantai Mandalikanya atau kompleks Masjid Nurul Bilad di kawasan KEK Mandalika  Cm msh hrs naik bus khusus buat ke sirkuit  Panteng saja akun2 pariwisata Lombok","['banyaaakkk', 'kalo', 'seru', 'pantai', 'mandalika', 'kompleks', 'masjid', 'nurul', 'bilad', 'kawasan', 'kayak', 'mandalika', 'bus', 'khusus', 'sirkuit', 'panteng', 'akun', 'pariwisata', 'lombok']",1,positive
1495027518742536202,19-Feb-2022 (13:28:31),@abu_waras Pembalap yg mengkritik aspal Mandalika = Kadrun 😁,"['balap', 'kritik', 'aspal', 'mandalika', 'kadrun']",-5,negative
1495026920123080706,19-Feb-2022 (13:26:08),"@alisyarief Biasanya gerombolan buzzer @dennysiirregar7 @_ekokuntadhi @ChusnulCh__ @SantorinisSun dkk biasanya klarifikasi mewakili pemerintah, dari masalah aspal mandalika nglotok, wadas, JHT, minyak goreng sampai masalah sempaknya ferdinan, sungguh barisan buzzer serbaguna","['gerombol', 'buzzer', 'ekokuntadhi', 'dkk', 'klarifikasi', 'wakil', 'perintah', 'aspal', 'mandalika', 'nglotok', 'wadas', 'jht', 'minyak', 'goreng', 'sempak', 'ferdinan', 'sungguh', 'baris', 'buzzer', 'serbaguna']",-2,negative
1495026789240160257,19-Feb-2022 (13:25:37),@__NRamadh4n @timpakul_89 Juga nonton pertamina bergaya di mandalika dgn aspal terbaik sedunia. 😆,"['nramadhn', 'tonton', 'pertamina', 'gaya', 'mandalika', 'aspal', 'baik', 'dunia']",-3,negative
1495026488113909763,19-Feb-2022 (13:24:25),"@penikmatko_pi Si kampret satu lagi, sirkuit Mandalika salasatu sirkuit terbaik didunia ko kau bilang ganti aspalnya dasar propokator tengih,.....pembalap sendiri memberi apresiasi ko kau jadi pendusta lagi","['sih', 'kampret', 'lagi', 'sirkuit', 'mandalika', 'salasatu', 'sirkuit', 'baik', 'dunia', 'kau', 'bilang', 'ganti', 'aspal', 'dasar', 'propokator', 'tengih', 'balap', 'apresiasi', 'kau', 'dusta']",-7,negative
1495025901675094016,19-Feb-2022 (13:22:05),@LahrianSyahilla Sudah dinantikan sekali nih event MotoGP Mandalika,"['nanti', 'nih', 'event', 'motogp', 'mandalika']",-2,negative
1495024379369246724,19-Feb-2022 (13:16:02),@son__of_adam Dukung terus penyelenggaraan MotoGP Mandalika.,"['dukung', 'selenggara', 'motogp', 'mandalika']",7,positive
1495020264090120198,19-Feb-2022 (12:59:41),"@ABSetyono @PlateJohnny @kemkominfo Salah satu faktor yang memengaruhi kecepatan jaringan layanan internet di kawasan Sirkuit Mandalika adalah jumlah pemakai, yakni banyaknya pengunjung disana.  @PlateJohnny @kemkominfo","['salah', 'faktor', 'pengaruh', 'cepat', 'jaring', 'layan', 'internet', 'kawasan', 'sirkuit', 'mandalika', 'pakai', 'banyak', 'unjung', 'sana']",-4,negative
1495020163837853698,19-Feb-2022 (12:59:17),@Metro_TV Astagaa ga nyangka ada media indo yg beritain yuzu wkwkwk kirain krna skrg di indo lagi rame sirkuit mandalika.. makanya ga bakal angkat berita atlet lain,"['astaga', 'sangka', 'media', 'indonesia', 'beritain', 'yuzu', 'indonesia', 'rame', 'sirkuit', 'mandalika', 'angkat', 'berita', 'atlet']",-2,negative
1495018316389253124,19-Feb-2022 (12:51:57),"@liskenhsitorus Drun, gak usah nonton motoGP Mandalika ya. Beress kan. Ganti saluran tv ya pas balapan. Janji yaa...","['drun', 'tonton', 'motogp', 'mandalika', 'ya', 'beress', 'kan', 'ganti', 'salur', 'tv', 'ya', 'pas', 'balap', 'janji', 'ya']",11,positive
1495015259081371654,19-Feb-2022 (12:39:48),@cakbas30814072 @liskenhsitorus @jokowi Juha Kankunen Carlos Sainz Max Biaggi Niki Lauda Juga gak mau.balap di Mandalika,"['juha', 'kankunen', 'carlos', 'sainz', 'max', 'biaggi', 'nik', 'lauda', 'mau', 'balap', 'mandalika']",4,positive
1495012678409940994,19-Feb-2022 (12:29:33),@penikmatko_pi Kata cebong aspalnya ngalahin sirkuit sepang. Cebong udah teriak teriak bangga - banggain kerja si ono. Kata BuzeRP sirkuit mandalika paling oke sampai dites sama siono. Eh ternyata gak layak. Itulah klo selalu ngandalin buzer utk membenarkan.,"['cebong', 'aspal', 'kalah', 'sirkuit', 'sepang', 'cebong', 'teriak', 'teriak', 'bangga', '-', 'bangga', 'kerja', 'sih', 'sono', 'buzerp', 'sirkuit', 'mandalika', 'oke', 'tes', 'siono', 'eh', 'layak', 'kalo', 'ngandalin', 'buzer', 'benar']",-2,negative
1495012481487732740,19-Feb-2022 (12:28:46),"Yg parahnya lg ada keluhan pembalap MotoGP waktu test Mandalika, bgini kira2 bilangnya:  Kami diminta melanjutkan test, putaran demi putaran, agar motor membersihkan track. 🤣  Benar jg logikanya, klo motor muter2 terus di lintasan, lama2 akan bersih. Krn lumpur akan menepi. 🤣🤣","['parah', 'keluh', 'balap', 'motogp', 'test', 'mandalika', 'bilang', 'lanjut', 'test', 'putar', 'putar', 'motor', 'bersih', 'track', 'logika', 'kalo', 'motor', 'muter', 'lintas', 'bersih', 'lumpur', 'tepi']",-12,negative
1495012244106756100,19-Feb-2022 (12:27:49),@AV4tarPemburu Sekelas Mandalika aja banyak revisi .. lah sekelas yg buat aja belon .. cuman rancang doang!?? Katanya katanya lagi.,"['kelas', 'mandalika', 'revisi', 'kelas', 'belon', 'cuman', 'rancang', 'doang', 'lagi']",-9,negative
1495011658892288001,19-Feb-2022 (12:25:30),"@veaadeeana bedanya Moto GP Mandalika ada sirkuitnya, Formula E masih gaib, dari nebangin pohon di Monas, sampe nyari lahan rawa di Ancol, gak jelas gitu aja masa gak bisa bedain.. ohh iya, pendukung Gub 212 emang tolol²","['beda', 'moto', 'gp', 'mandalika', 'sirkuit', 'formula', 'gaib', 'nebangin', 'pohon', 'monas', 'cari', 'lahan', 'rawa', 'ancol', 'beda', 'oh', 'iya', 'dukung', 'gub', 'tolol']",-13,negative
1495010261979496448,19-Feb-2022 (12:19:57),@jomojoo Terus otewe mandalika 😒😔 dadi bendera finish,"['otewe', 'mandalika', 'dadi', 'bendera', 'finish']",-3,negative
1495009463090450433,19-Feb-2022 (12:16:46),@_vino_alvino @bamzagli Persiapan mandalika euy 😆,"['vino', 'alvino', 'siap', 'mandalika', 'euy']",1,positive
1495008880010481665,19-Feb-2022 (12:14:27),@sbyfess CB an - Mandalika Lombok,"['coba', 'an', '-', 'mandalika', 'lombok']",1,positive
1495008547075067907,19-Feb-2022 (12:13:08),"Mimpi ketemu dan selfie bersama Marquez di Mandalika, apakah ini adalah sebuah tanda aku akan kembali ke Mandalika saat perhelatan MotoGP?","['mimpi', 'ketemu', 'selfie', 'marquez', 'mandalika', 'tanda', 'mandalika', 'helat', 'motogp']",3,positive
1495007997793239042,19-Feb-2022 (12:10:57),"@yohanesdhysta @liskenhsitorus Tau gak kalo mrk msh protes juga bila tdk ada perbaikan signifikan...bisa bisa mrk kaga ikut balapan??,,mrk pun korban kerikil Mandalika.......hehehehe ....kluar bos dari kolam biar pinter...","['tau', 'kalo', 'protes', 'baik', 'signifikan', 'bisa', 'kagak', 'balap', 'mereka', 'korban', 'kerikil', 'mandalika', 'hehehehe', 'keluar', 'bos', 'kolam', 'biar', 'pintar']",-20,negative
1495007842591735812,19-Feb-2022 (12:10:20),@firzahusainInc Kualitas aspal sirkuit mandalika harus disidik biar ditangkap,"['kualitas', 'aspal', 'sirkuit', 'mandalika', 'sidik', 'biar', 'tangkap']",-1,negative
1495007049071349761,19-Feb-2022 (12:07:11),pengen ke Mandalika,"['pengin', 'mandalika']",0,positive
1495006805461979146,19-Feb-2022 (12:06:12),"@veaadeeana Bedanya 1. Mandalika ada sirkuitnya, F.E: jkt masi jadi jamban kambing 2. Mandalika koordinasi daerah, PUPR, kementerian pariwisata, Bumn F.E : koordinasi pengusaha kayu ( pohon di monas ilang ) sama jin ( 3 bulan jadi ) 3. Mandalika deket pantai yang indah  F.E: deket @KPK_RI","['beda', 'mandalika', 'sirkuit', 'f', 'e', 'jakarta', 'jamban', 'kambing', 'mandalika', 'koordinasi', 'daerah', 'pupr', 'menteri', 'pariwisata', 'bumn', 'f', 'koordinasi', 'usaha', 'kayu', 'pohon', 'monas', 'hilang', 'jin', 'mandalika', 'pantai', 'indah', 'f', 'e']",-12,negative
1495005731463909381,19-Feb-2022 (12:01:56),"@bachrum_achmadi Tenang @bachrum_achmadi , Sirkuit Mandalika TIDAK PERLU DIASPAL ULANG, karena Sirkuit Mandalika sebentar lagi akan menjadi Sirkuit Balap Speedboat 👍....., macam Bandara Kertajati yang menjadi Bengkel Pesawat Terbang 😁.","['tenang', 'sirkuit', 'mandalika', 'aspal', 'ulang', 'sirkuit', 'mandalika', 'sebentar', 'sirkuit', 'balap', 'speedboat', 'bandara', 'kertajati', 'bengkel', 'pesawat', 'terbang']",-1,negative
1495005436223049736,19-Feb-2022 (12:00:46),"@democrazymedia Wkwkwkwk...kena deh pentholan NU, Banser, GP Ansor, GP Mandalika..wkwkwkwk...","['kena', 'deh', 'pentholan', 'nu', 'banser', 'gp', 'ansor', 'gp', 'mandalika']",-3,negative
1495004946290601985,19-Feb-2022 (11:58:49),"@LahrianSyahilla Luar biasa emang event MotoGP Mandalika ini, semoga sukses terus Pertamina","['event', 'motogp', 'mandalika', 'ini', 'moga', 'sukses', 'pertamina']",4,positive
1495004853248348160,19-Feb-2022 (11:58:27),"@penikmatko_pi Berkat aspal Mandalika, kata hinaan KADRUN menggema ke jagat maya internasional,.. buzzer dan Cebongers luar biasa!!","['berkat', 'aspal', 'mandalika', 'hina', 'kadrun', 'gema', 'jagat', 'maya', 'internasional', 'buzzer', 'cebongers', 'biasa']",-5,negative
1495004218574266371,19-Feb-2022 (11:55:56),@veaadeeana Lah klo elu merasa pintar coba deh jelasin perbedaan formula E dg motor GP Mandalika!!,"['kalo', 'lu', 'pintar', 'coba', 'deh', 'jelasin', 'beda', 'formula', 'motor', 'gp', 'mandalika']",-1,negative
1495003853884108804,19-Feb-2022 (11:54:29),"@liskenhsitorus Mending Mandalika,dari pada sirkuit  yg blm jelas tapi SDH main tebang pohon di monas dan raib begitu saja dengan alasan yg TDK jelas pula","['mending', 'mandalika', 'dari', 'sirkuit', 'main', 'tebang', 'pohon', 'monas', 'raib', 'alas']",-11,negative
1495003847773028352,19-Feb-2022 (11:54:27),"@bachrum_achmadi Mandalika kyknya hancur, cari penyeimbang","['mandalika', 'kayak', 'hancur', 'cari', 'imbang']",-7,negative
1495003619933835264,19-Feb-2022 (11:53:33),@ccountkuini @Ayang_Resta305 @Anyun_manise Aq lg di dkt lokasi tempat ngambil cacingx..pasx di Pantai Kaliantan bagian lombok selatan skitar 30km dr Sirkuit Mandalika..,"['dkt', 'lokasi', 'ngambil', 'cacingx', 'pasx', 'pantai', 'kaliantan', 'lombok', 'selatan', 'sirkuit', 'mandalika']",1,positive
1495003406615777281,19-Feb-2022 (11:52:42),@bachrum_achmadi Mereka lagi sibuk mengganti aspal murahan di sirkuit mandalika bang... 😄😄😄,"['sibuk', 'ganti', 'aspal', 'murah', 'sirkuit', 'mandalika', 'bang']",2,positive
1495002121443606528,19-Feb-2022 (11:47:36),"@tempodotco Saat anak cucu cicit kita nanti nanya kenapa patung Jokowi ada di sirkuit Mandalika apa yg akan kita jawab? Pembalap bukan, tokoh yg memajukan dunia balap RI bukan, bingung saya jawabnya.","['anak', 'cucu', 'cicit', 'patung', 'jokowi', 'sirkuit', 'mandalika', 'jawab', 'balap', 'bukan', 'tokoh', 'maju', 'dunia', 'balap', 'ri', 'bukan', 'bingung', 'jawab']",-17,negative
1494997081592721410,19-Feb-2022 (11:27:34),@veaadeeana Mending bandingin MotoGP Mandalika dan Sentul,"['mending', 'banding', 'motogp', 'mandalika', 'sentul']",-1,negative
1494996059990654980,19-Feb-2022 (11:23:31),@veaadeeana Cebong kie goublok e beneran.... iru mandalika sama FE smaa sma gubenurnya dai dukung PKS lho.... 😅😅😅😅😅😅😅😅,"['cebong', 'kie', 'goublok', 'benar', 'iru', 'mandalika', 'fe', 'smaa', 'gubenurnya', 'dai', 'dukung', 'pks', 'lho']",2,positive
1494993487770849285,19-Feb-2022 (11:13:17),@seksimaya1 @FantasiSuami85 Dm kk saya lgi di kuta mandalika inj,"['dm', 'kakak', 'kuta', 'mandalika', 'inj']",0,positive
1494992295904432128,19-Feb-2022 (11:08:33),"@SantorinisSun Ok, fix Mandalika emg bgus.skrg gmn caranya agar peredaran minyak goreng kmbali normal dgn hrga yg wajar.udh gtu z!","['ok', 'fix', 'mandalika', 'bagus', 'sekarang', 'edar', 'minyak', 'goreng', 'normal', 'hrga', 'wajar', 'sudah', 'saja']",0,positive
1494992282197520384,19-Feb-2022 (11:08:30),@didienAZHAR Ya pantas hancur mandalika,"['ya', 'hancur', 'mandalika']",4,positive
1494992044497915905,19-Feb-2022 (11:07:33),@AdibHidayat @myrockinphotos brangkat ke mandalika g? 😊,"['brangkat', 'mandalika', 'enggak']",0,positive
1494991992996401160,19-Feb-2022 (11:07:21),"Men, ada guest star di mandalika besok!!! @arfzhrrmn","['men', 'guest', 'star', 'mandalika', 'besok']",0,positive
1494990913986129928,19-Feb-2022 (11:03:04),@sandiuno @Kemenparekraf Bikin eventnya utk pembukaan MotoGP Mandalika..,"['bikin', 'eventnya', 'buka', 'motogp', 'mandalika']",0,positive
1494990607902642176,19-Feb-2022 (11:01:51),"@tempodotco Kalau di sirkuit lain, juara nyamrperin Podium.    Di Mandalika, Podium nya yg nyamperin  patung ini...  Hehehe","['sirkuit', 'lain', 'juara', 'nyamrperin', 'podium', 'mandalika', 'podium', 'nya', 'nyamperin', 'patung', 'ini', 'hehehe']",-7,negative
1494990586038071298,19-Feb-2022 (11:01:45),@veaadeeana Hebatnya FE. sirkuit belum ada tiket sdh dijual. serkuit nggak jadi duit hilang. mandalika sirkuit ada balapan terjadwal baeu tiket dijual,"['hebat', 'fe', 'sirkuit', 'tiket', 'jual', 'serkuit', 'duit', 'hilang', 'mandalika', 'sirkuit', 'balap', 'jadwal', 'baeu', 'tiket', 'jual']",1,positive
1494990142620188676,19-Feb-2022 (11:00:00),"#SobatHI, tentu kamu sudah sering mendengar update tentang event MotoGP di Sirkuit Internasional Pertamina Mandalika di NTB, kan?","['dengar', 'update', 'event', 'motogp', 'sirkuit', 'internasional', 'pertamina', 'mandalika', 'ntb', 'kan']",2,positive
1494989272742764544,19-Feb-2022 (10:56:32),@SipayungErwin @bachrum_achmadi Nah itu haha..giliran dia boleh kritik mandalika..junjungan nya di julid krn ga kerja gak boleh..gimana munafik bin kadrun ga tuh..dasar batax kawe,"['gilir', 'kritik', 'mandalika', 'junjung', 'nya', 'julid', 'kerja', 'boleh', 'bagaimana', 'munafik', 'bin', 'kadrun', 'tuh', 'dasar', 'batax', 'kawe']",-3,negative
1494988724819484672,19-Feb-2022 (10:54:22),"@bachrum_achmadi udah jngan banyak2 bicara, kerjakn aja sirkuitnya sekalian borong tu tiketnya. Formula E tdk menarik bgi masyrkt kita, buktinya selama  ini gak pernah ada TV yg meliputnya. Klah sma cerita upin &amp; ipin film negara tetangga. Apalagi sperti Motto GP yg akan digelar d Mandalika..😂😂","['bicara', 'kerjakn', 'sirkuit', 'borong', 'tiket', 'formula', 'tarik', 'masyrkt', 'kita', 'bukti', 'tv', 'liput', 'klah', 'cerita', 'upin', 'amp', 'ipin', 'film', 'negara', 'tetangga', 'motto', 'gp', 'gelar', 'mandalika']",0,positive
1494987053028679687,19-Feb-2022 (10:47:43),@flaminghotcitos Dia sebenernya lagi latihan buat di mandalika kak...,"['latih', 'mandalika', 'kak']",1,positive
1494986848959033345,19-Feb-2022 (10:46:54),Mantap bgt maret abis mandalika langsung joyland,"['mantap', 'banget', 'maret', 'habis', 'mandalika', 'langsung', 'joyland']",9,positive
1494984101874794499,19-Feb-2022 (10:36:00),"@veaadeeana Bukannya duluan kadrun laknatulaah yang menjelek2kan mandalika pada awalnya, lalu junjungannya gak mau kalah bikin even balapan tamiya..carut mawut diledekin sm cebong. Seingatku sih timelinenya gitu.","['duluan', 'kadrun', 'laknatulaah', 'jelek', 'mandalika', 'awal', 'junjung', 'kalah', 'bikin', 'even', 'balap', 'tamiya', 'carut', 'mawut', 'diledekin', 'cebong', 'ingat', 'sih', 'timelinenya', 'begitu']",-17,negative
1494983508846329856,19-Feb-2022 (10:33:38),"@alisyarief Liat akun anda jadi inget tweet yang ""stadion mandalika"" wkwkwk tapi udah d hapus wkwk","['lihat', 'akun', 'tweet', 'stadion', 'mandalika', 'hapus']",0,positive
1494983227114934272,19-Feb-2022 (10:32:31),"@Adityatris @SuperM4x33 @FormulaGledek Menurut gw FE pun juga wajar jd sorotan, ini event intl, mengingat race juni. Sirkuit blm ada, ini masalah majeur, kalo aspal mandalika bisa dibilang minor, karena sirkuit udah ada. Dan pengelola sirkuit juga ga komen2 tapi terus diblow up, untungnya pengelola gercep lgsg ngaspal","['gue', 'fe', 'wajar', 'sorot', 'event', 'intl', 'race', 'juni', 'sirkuit', 'ada', 'majeur', 'kalo', 'aspal', 'mandalika', 'bilang', 'minor', 'sirkuit', 'ada', 'kelola', 'sirkuit', 'komen', 'diblow', 'up', 'untung', 'kelola', 'gercep', 'langsung', 'ngaspal']",5,positive
1494981793425936384,19-Feb-2022 (10:26:49),"@SantorinisSun ManDaLika.., indonesian circuit with natural viewing... #remarkablecircuit, #beautifulislandcircuit, #mostexpectablecountry","['mandalika', 'indonesian', 'circuit', 'with', 'natural', 'viewing']",-2,negative
1494981744059363330,19-Feb-2022 (10:26:37),"@NazwaAniez @bachrum_achmadi Sy cuma bisa berdoa, somga saja terkabul.. Karena memang spek aspalnya kan berbeda, tdk spesial seperti di Mandalika.  Selamat menunggu selesainya sirkuit Formula E, sambil comel2 Mandalika 🤣😂🤣😂","['doa', 'somga', 'kabul', 'spek', 'aspal', 'beda', 'spesial', 'mandalika', 'selamat', 'tunggu', 'selesai', 'sirkuit', 'formula', 'e', 'comel', 'mandalika']",7,positive
1494981667064201218,19-Feb-2022 (10:26:19),"@veaadeeana Mandalika pake aspal terbaik dan termahal  Tp terkelupas! Lama"" kaya jalan depan rumah, akhirnya bolong dan ga ada yg benerin","['mandalika', 'pakai', 'aspal', 'baik', 'mahal', 'kelupas', 'lama', 'kayak', 'jalan', 'rumah', 'bolong', 'benerin']",-4,negative
1494980749501829122,19-Feb-2022 (10:22:40),"@liskenhsitorus Ya mmg benar mrk lakukan tes mesin dan kesiapan pembalap dll, itu belum balapan sesungguhnya. Tp mengapa mereka memilih Mandalika drun?  Dan Mandalika sdh resmi masuk kalender MotoGP. Nonton yuk bulan depan ke Mandalika? Sdh beli teket belon drun? Kalau ga punya duit bilang aja","['ya', 'laku', 'tes', 'mesin', 'kesiap', 'balap', 'dll', 'balap', 'sungguh', 'pilih', 'mandalika', 'drun', 'mandalika', 'resmi', 'masuk', 'kalender', 'motogp', 'tonton', 'yuk', 'mandalika', 'beli', 'teket', 'belon', 'drun', 'duit', 'bilang']",3,positive
1494980165415612416,19-Feb-2022 (10:20:21),"bersama Mandalika Grand Prix Association (MGPA) yang menjadi bagian dari ITDC Group, menghadirkan Mandalika GP Hub presented by Pertamina (Mandalika GP Hub) di Mall Epicentrum Walk Kuningan, Jakarta mulai 12 Februari hingga 20 Maret 2022.","['mandalika', 'grand', 'prix', 'association', 'mgpa', 'itdc', 'group', 'hadir', 'mandalika', 'gp', 'hubung', 'presented', 'by', 'pertamina', 'mandalika', 'gp', 'hubung', 'mall', 'epicentrum', 'walk', 'kuningan', 'jakarta', 'februari', 'maret']",-5,negative
1494976378110119936,19-Feb-2022 (10:05:18),@jawafess terbang langsung dari mandalika,"['terbang', 'langsung', 'mandalika']",3,positive
1494973328662339587,19-Feb-2022 (09:53:11),"@veaadeeana Setuju banget.. . . . . . . . Bedanya cuma satu, . . . Mandalika JELAS . . . Formula-E...??","['tuju', 'banget', 'beda', 'satu', 'mandalika', 'formula-e']",0,positive
1494973252795392000,19-Feb-2022 (09:52:53),@liskenhsitorus Ada di hari ke 3 pramusim sepertinya keluar berita judulnya aleix ngancam ga mau balik ke mandalika. Tp sy caba beritanya ga ada aleix nyebutin itu (mungkin sy salah baca),"['pramusim', 'berita', 'judul', 'aleix', 'ngancam', 'mandalika', 'caba', 'berita', 'aleix', 'mungkin', 'salah', 'baca']",-13,negative
1494970653849440258,19-Feb-2022 (09:42:33),"@bachrum_achmadi Gw ga setuju baik Formula E maupun MotoGP Mandalika karena gak sesuai dgn kondisi RI saat ini, tp karna sdh diputuskan ya gw doain sukses karna kalo ga sukses kita semua ikut nanggung ruginya, karna itu nurut gw hanya org dungu yg berharap kedua proyek itu gagal","['gue', 'tuju', 'formula', 'motogp', 'mandalika', 'sesuai', 'kondisi', 'ri', 'ini', 'putus', 'ya', 'gue', 'doain', 'sukses', 'kalo', 'sukses', 'nanggung', 'rugi', 'nurut', 'gue', 'orang', 'dungu', 'harap', 'proyek', 'gagal']",-2,negative
1494969653470597125,19-Feb-2022 (09:38:35),@LangitS32110760 Wadas dan Mandalika SALAH DUA Konflik Pertanahan di Indonesia  #ZalimnyaOligarki #ZalimnyaOligarki,"['wadas', 'mandalika', 'salah', 'konflik', 'tanah', 'indonesia']",-4,negative
1494968512145948673,19-Feb-2022 (09:34:03),@jpnncom Urusan apa kamu  dengan Mandalika ???? Kwkwkwkwk,"['urus', 'mandalika']",0,positive
1494968289877196801,19-Feb-2022 (09:33:10),@willandh_ @lucywiryono Kalau sekitaran Mandalika sudah penuh semua… kalau mau daerah Sembalun atau Senggigi tapi kayaknya juga udah penuu,"['sekitar', 'mandalika', 'penuh', 'semua', 'daerah', 'sembalun', 'senggigi', 'kayak', 'penuu']",-6,negative
1494967686434258947,19-Feb-2022 (09:30:46),"Yang lagi viral : Mandalika  My Trending Twitter be like : ""Trending di Indonesia : VCs hot""","['viral', 'mandalika', 'my', 'trending', 'twitter', 'be', 'like', 'trending', 'indonesia', 'vcs', 'hot']",-4,negative
1494966976154042368,19-Feb-2022 (09:27:56),@pejabrut Berangkat mandalika,"['berangkat', 'mandalika']",-4,negative
1494964669551091712,19-Feb-2022 (09:18:46),@MahbubGhani @meitag1 🤣🤣🤣 Mandalika yg aspalnya jelek itu ya?. Yg kebanjiran? Yg blom selese ganti rugi lahan nya itu?.,"['mandalika', 'aspal', 'jelek', 'ya', 'banjir', 'selese', 'ganti', 'rugi', 'lahan', 'nya', 'itu']",-8,negative
1494964514819035145,19-Feb-2022 (09:18:10),@liskenhsitorus Sirkuit mandalika  sirkuit setajam silet...mantafff...,"['sirkuit', 'mandalika', 'sirkuit', 'tajam', 'silet', 'mantafff']",2,positive
1494962690984660997,19-Feb-2022 (09:10:55),@sandiuno Soal pandemi...tak pengaruh di Mandalika... Bgtu nggih....,"['pandemi', 'tak', 'pengaruh', 'mandalika', 'nggih']",-4,negative
1494962113575473153,19-Feb-2022 (09:08:37),@lucywiryono Mending cari di mataram. Klo dkt Mandalika pasti dah soldout,"['mending', 'cari', 'mataram', 'kalo', 'dkt', 'mandalika', 'deh', 'soldout']",-4,negative
1494960748589891585,19-Feb-2022 (09:03:12),@meitag1 @veaadeeana Mandalika itu untuk moto GP dan Formula 1  lapangan kambing untuk Formula E,"['mandalika', 'moto', 'gp', 'formula', 'lapang', 'kambing', 'formula', 'e']",0,positive
1494960597888167936,19-Feb-2022 (09:02:36),@liskenhsitorus Ada kok yg ngancem g mau balapan ..  Itu si malih ma bambang pamungkan mreka sepakat menolak ikut ajang motoGP 2022 termasuk di mandalika...karna memang mteka bkn pembalap..tapi pelawak dan mantan pemain bola...  Pinter banget tu batak dusun mabok anees,"['ngancem', 'balap', 'sih', 'malih', 'bambang', 'pamungkan', 'sepakat', 'tolak', 'ajang', 'motogp', 'mandalika', 'karena', 'mteka', 'balap', 'tapi', 'lawak', 'mantan', 'main', 'bola', 'pintar', 'banget', 'batak', 'dusun', 'mabok', 'anees']",-16,negative
1494960591340924928,19-Feb-2022 (09:02:34),@trimodjo @lucywiryono Ada camping ground deket area Mandalika gak ya? Barangkali ada yg punya infonya?,"['camping', 'ground', 'area', 'mandalika', 'ya', 'barangkali', 'info']",-2,negative
1494958357257789440,19-Feb-2022 (08:53:42),"@widyallmine @SipayungErwin @bachrum_achmadi Kan Mandalika dan infrastruktur yg merugi diakui cebong .. juga Esemka , dana parkir 11.000 t..","['mandalika', 'infrastruktur', 'rugi', 'aku', 'cebong', 'esemka', 'dana', 'parkir', 't']",1,positive
1494958109961326592,19-Feb-2022 (08:52:43),Geng.. aku minta bantuan dong. Rekomendasi hotel yg deket Mandalika Sirkuit. Aku coba Novotel tp penuh kayanya. Atau ada yg kerja di Novotel mungkin? Trus ada sisa kamar? Butuh 1 kamar aja sik. Tolong reply ya yang punya info. Maacih 🙏🏻,"['geng', 'bantu', 'dong', 'rekomendasi', 'hotel', 'mandalika', 'sirkuit', 'coba', 'novotel', 'penuh', 'kaya', 'kerja', 'novotel', 'mungkin', 'sisa', 'kamar', 'butuh', 'kamar', 'sik', 'tolong', 'reply', 'ya', 'info', 'terima', 'kasih']",0,positive
1494957054012059648,19-Feb-2022 (08:48:31),"@liskenhsitorus @Oleng_YNWA Esperago cuma komplain,dan dia pembalap satu2nya yg komplain,jadi di Up sama kadrun seolah Mandalika Ga layak,banyak Bacod sedangkan kesana aja belom pernah","['esperago', 'komplain', 'dan', 'balap', 'satu', 'komplain', 'jadi', 'up', 'kadrun', 'mandalika', 'layak', 'banyak', 'bacod', 'kesana']",-1,negative
1494956568575496193,19-Feb-2022 (08:46:35),"Dah gitu ada aj yg buat kesellll punya tetangga anak motor nge geber"" mulu. Sana di mandalika jgn diruma bodoh","['deh', 'kesellll', 'tetangga', 'anak', 'motor', 'nge', 'geber', 'mulu', 'mandalika', 'diruma', 'bodoh']",-2,negative
1494956025715527680,19-Feb-2022 (08:44:26),@LahrianSyahilla Mantul nih semoga lancar dan sukses MotoGP di Mandalika,"['mantul', 'nih', 'moga', 'lancar', 'sukses', 'motogp', 'mandalika']",6,positive
1494955971793551363,19-Feb-2022 (08:44:13),"@bachrum_achmadi @liskenhsitorus Jd itu bener bang, ada yg nolak balapan setelah test drive di mandalika?","['bang', 'nolak', 'balap', 'test', 'drive', 'mandalika']",0,positive
